,student_id,assignment_id,question_id,correctness_trait,confidence_trait,given_confidence,acquired_grade,grade_class,awareness,awareness_change,awareness_class,outlook,outlook_change,outlook_class,initial_mastery,mastery,mastery_change
70,8,1,1,Always correct,Always not confident but occasionally confident,2,97.71,1,1.0,0.0,HIGH,0.0,0.0,,0.6385961603305127,0.8103779094439436,0.0
71,8,1,2,Always correct,Always not confident but occasionally confident,2,91.53,1,1.0,0.0,HIGH,0.0,0.0,,0.6385961603305127,0.9112737402744412,0.10089583083049758
72,8,1,3,Always correct,Always not confident but occasionally confident,0,90.74,1,0.3333,-0.6667000000000001,AVERAGE,-0.3333,-0.3333,,0.6385961603305127,0.9609647612054872,0.04969102093104605
73,8,1,4,Always correct,Always not confident but occasionally confident,0,91.97,1,0.0,-0.3333,AVERAGE,-0.5,-0.16670000000000001,,0.6385961603305127,0.983317344365141,0.022352583159653716
74,8,1,5,Always correct,Always not confident but occasionally confident,2,94.52,1,0.2,0.2,AVERAGE,-0.4,0.09999999999999998,,0.6385961603305127,0.9929607839343902,0.00964343956924929
75,8,1,6,Always correct,Always not confident but occasionally confident,2,90.05,1,0.3333,0.13329999999999997,AVERAGE,-0.3333,0.06670000000000004,,0.6385961603305127,0.9970459961575704,0.004085212223180146
76,8,1,7,Always correct,Always not confident but occasionally confident,0,99.5,1,0.1429,-0.19039999999999999,AVERAGE,-0.4286,-0.0953,,0.6385961603305127,0.9987632078476325,0.0017172116900621148
77,8,1,8,Always correct,Always not confident but occasionally confident,0,90.24,1,0.0,-0.1429,AVERAGE,-0.5,-0.07140000000000002,,0.6385961603305127,0.9994826764306808,0.0007194685830482772
78,8,1,9,Always correct,Always not confident but occasionally confident,0,97.44,1,-0.1111,-0.1111,AVERAGE,-0.5556,-0.05559999999999998,,0.6385961603305127,0.9997837022954318,0.00030102586475100335
79,8,1,10,Always correct,Always not confident but occasionally confident,0,99.66,1,-0.2,-0.0889,AVERAGE,-0.6,-0.044399999999999995,,0.6385961603305127,0.9999095792758959,0.00012587698046406803
